,Date,news
3428,31-10-2020,"No trick-or-treat trips, no costume carnivals and skeptical parents: For children in Gurgaon, this Halloween is a low-key affair amid the pandemic"
3429,31-10-2020,"Arjun Bijlani, Shashank Vyas, Debina-Gurmeet and other TV celebs are travelling responsibly during the pandemic"
3430,31-10-2020,"Vadodara: In pandemic times, Kalanagri’s rangolis to light up virtual world"
3431,31-10-2020,"War of words: BJP, Congress trade charges over corruption, compensation to disaster-hit families"
3432,31-10-2020,"UP got Rs 6,700 crore investment in 6 months despite pandemic"
3433,31-10-2020,Mysuru: Greens request public to avoid bursting crackers amid pandemic
3434,31-10-2020,"Lockdown shrinks donations, charity works at shrines"
3435,31-10-2020,Least impact of Covid lockdown on UP agricultural sector
3436,31-10-2020,Tata engineers may be roped in for Ayodhya temple
3437,31-10-2020,Pandemic fails to dampen Thevar jayanthi festivities
3438,31-10-2020,Many return to Delhi from lockdown to find names struck off ration rolls
3439,31-10-2020,Accidents in Bareilly division reduced by 40% during lockdown
3440,31-10-2020,"Delhi: Half marathon faces dual challenge of bad air, pandemic"
3441,29-10-2020,Pandemic chills: Halloween goes low-key in Mumbai this year
3442,29-10-2020,Sensex drops in global selloff over rising Covid cases
3443,29-10-2020,Cong and BJP fear low voter turnout due to pandemic
3444,28-10-2020,Pandemic to wipe out 3 yrs of states’ fiscal gains: RBI
3445,28-10-2020,Lockdown forces traders to vacate rental shops in city
3446,28-10-2020,End of lockdown saw street crimes jump 307% in city
3447,28-10-2020,CP orders probe into towing cranes’ lockdown payment
3448,28-10-2020,"Karnataka: Pandemic stirs fear over organ donations, transplant surgeries"
3449,28-10-2020,Infantry Day observed at Madras Regimental War Memorial
3450,28-10-2020,Bihar assembly elections: Showdown after lockdown
3451,28-10-2020,Bihar assembly elections: Showdown after lockdown
3452,27-10-2020,Pandemic has ushered in new levels of innovations: Experts
3453,26-10-2020,Tusshar: The pandemic has taught us to celebrate festivals in a minimalistic way
3454,26-10-2020,Pandemic shifts focus on ‘lost livelihood’ as DBA goes to polls
3455,26-10-2020,Leopard attacks surge in Uttarakhand; forest officials say lockdown & empty roads may have ‘emboldened big cats’
3456,26-10-2020,Traders in Kochi feel the pinch of pandemic
3457,26-10-2020,"Sensex sheds over 150 points; Nifty below 11,900"
3458,25-10-2020,Artist Jaya Javeri showcases her pandemic paintings online
3459,25-10-2020,"Bypolls: Yogi Adityanath in battlefield, Akhilesh Yadav takes to war room"
3460,25-10-2020,"Nitish Kumar, Tejashwi Yadav war of words intensifies"
3461,25-10-2020,"Nitish Kumar, Tejashwi Yadav war of words intensifies"
3462,25-10-2020,Tribute to Pakistan war hero at Landour
3463,25-10-2020,Gurugram: Popular jalebi shop still looking for the sweet spot after lockdown blow
3464,24-10-2020,"Tata Steel, Swedish co eye EU biz deal"
3465,24-10-2020,Autonomous college students use lockdown period to do well in exams
3466,24-10-2020,From college skit to Ram’s role: Pandemic opens Aishbagh Ramlila stage for Lucknow artists
3467,23-10-2020,Biennial council polls: Voter turnout up despite Covid pandemic
3468,23-10-2020,Biennial council polls: Voter turnout up in Bihar despite pandemic
3469,23-10-2020,Ahmedabad: Court junks case relating to lockdown violation in Bopal
3470,23-10-2020,Lockdown blues drive kids back to gaming addiction
3471,23-10-2020,Passengers’ number at airport dropped four times during pandemic
3472,22-10-2020,Rest your vehicles at signals to fight war against pollution in Delhi: Gopal Rai
3473,22-10-2020,Goa: Pandemic keeps annual Durga Puja celebration on hold this year
3474,22-10-2020,Lockdown delays Pune airport's terminal
3475,21-10-2020,Times Sharod Sreshtho to award baroari pujas for ‘hygienic environment’ amid pandemic
3476,21-10-2020,"Congress prepares war room, BJP bombs heavyweights in Bermo"
3477,20-10-2020,"Spacious halls, minimum occupancy, social distancing and wearing a mask: What to look for when going for a movie in the pandemic"
3478,20-10-2020,Pandemic weighs down Dev’s Europe plan
3479,20-10-2020,Mangaluru: Pandemic forces ‘Triple Talaq’ director to return to scrap business
3480,20-10-2020,AP: Agricultural department starts estimation of crop damage on war footing
3481,20-10-2020,War of wards: Last day of filing papers low key affair
3482,20-10-2020,PM Modi says flexible lockdown helped contain deaths
3483,19-10-2020,Pranitha Subhash: The locals in Kullu are upbeat about some activity around them since the pandemic
3484,19-10-2020,"Covid pandemic, life during lockdown find expression in pandals across Kolkata"
3485,19-10-2020,PMPML to get Rs 180 crore for lockdown losses
3486,19-10-2020,Pandemic fear keeps buyers away from Poompuhar exhibition
3487,18-10-2020,Dasara celebrations start in Mysuru on a low-key note amid the pandemic
3488,18-10-2020,Residents go for voluntary lockdown in Jaisalmer dist
3489,18-10-2020,"Jharkhand: Over 3,300 cases settled in first e-lok adalat since lockdown"
3490,18-10-2020,Vizag: Automobile sector pins revival hopes on festive season
3491,18-10-2020,"As training begins, cutting flab gained in lockdown biggest challenge for athletes"
3492,17-10-2020,Budding engineers use lockdown period to innovate
3493,17-10-2020,Tackling waste in the times of Covid pandemic
3494,17-10-2020,Kolkata: Idol sizes take a cut to keep pujas simple amid pandemic
3495,17-10-2020,"From seafarers to engineers, Goa sees animal farming rise amid pandemic"
3496,16-10-2020,Online grocery shopping is clicking with consumers amid pandemic
3497,16-10-2020,Wage relief for those who lost jobs in lockdown
3498,16-10-2020,"Sensex tanks 1,066 pts on global selloff"
3499,16-10-2020,Jhunjhunwala holds 1.3% in Tata Motors worth Rs 508 crore
3500,16-10-2020,Pandemic makes $1tn goal an arduous climb for UP
3501,16-10-2020,The dogmother: Pandemic is testing resolve to feed strays
3502,16-10-2020,Corona pandemic forces virtual ‘Ravana dahan’ this year
3503,14-10-2020,"Lockdown stretches Gaganyaan, may miss August 2022 deadline"
3504,14-10-2020,"Neglected, nurses switch to other jobs amid pandemic"
3505,14-10-2020,Youth share challenges of pandemic
3506,14-10-2020,Amit Shah in Ahmedabad for first time since lockdown
3507,14-10-2020,Panaji: Covid pandemic weighs down floating jetties
3508,13-10-2020,86% women facing mental health issues due to the pandemic pressure: UK survey
3509,13-10-2020,Millennials pen down their thoughts of life during pandemic
3510,13-10-2020,Pandemic proves a thorn in the side of Delhi's flower sellers
3511,12-10-2020,"From booking entire resorts to weekly COVID-19 tests: Uttarakhand, Himachal Pradesh see a rise in film shoots amid the pandemic"
3512,12-10-2020,Tug of war for Nandi Hills and Kemmangundi
3513,12-10-2020,Razorpay sixth Indian unicorn in pandemic year
3514,12-10-2020,Pandemic slows home furnishing plans
3515,12-10-2020,2-day lockdown appeal gets mixed response in Jaisalmer
3516,12-10-2020,Maharashtra CM Uddhav Thackeray warns of another lockdown if citizens don’t follow safety norms
3517,12-10-2020,Maharashtra CM Uddhav Thackeray warns of another lockdown if citizens don’t follow safety norms
3518,12-10-2020,EC revises norms for polls during pandemic
3519,11-10-2020,Pandemic protocol a casualty of rush at shopping hotspots in Kolkata
3520,11-10-2020,"Maharashtra: After lockdown low, breweries eye collaborations to bubble up sales"
3521,11-10-2020,"Seasonal flu, viral fever haunt people in times of pandemic"
3522,11-10-2020,"Maharashtra: Child porn FIRs rise 2,417% in year of special operation, lockdown"
3523,11-10-2020,"Guv, TMC in war of words over law & order"
3524,11-10-2020,UK’s ‘Skipping Sikh’ honoured by Queen for pandemic work
3525,10-10-2020,World Mental Health Day: Mollywood celebs on their mindful practices to stay happy during pandemic
3526,10-10-2020,Pandemic stalls regular check up of HIV+ kids
3527,10-10-2020,"Sensex gains 327 points, bonds rally"
3528,10-10-2020,Rehabilitation of stroke patients suffers owing to pandemic
3529,10-10-2020,Pandemic forces re-think on costly educational programmes
3530,10-10-2020,Lockdown cheer: 37% dip in UP road deaths
3531,10-10-2020,Pandemic shoots down archer’s Olympic dream
3532,10-10-2020,Freshers struggle to find jobs amid pandemic with very few vacancies
3533,10-10-2020,"7 months into pandemic battle, docs & nurses need counselling the most"
3534,10-10-2020,Pandemic pushes mental health problems
3535,09-10-2020,Rahul Rajasekharan takes to cycling amid the pandemic
3536,09-10-2020,Sensex atop Mt 40k after 7 mths
3537,09-10-2020,Bus depot staff drive a green cause during lockdown
3538,09-10-2020,"U’khand youth returning home during lockdown now prefer start-ups, agri sector over returning to big cities for blue-collar jobs"
3539,09-10-2020,Mohali: No demolition in airport vicinity during pandemic
3540,09-10-2020,Delhi gets war room to combat pollution
3541,09-10-2020,Father booked for son's murder and burying him secretly during lockdown
3542,08-10-2020,Race during lockdown to close key projects
3543,08-10-2020,"Pandemic inspires Kolkata's magicians, jugglers to reinvent their acts"
3544,08-10-2020,"Sensex hits 7-mth high on stimulus, loan ruling hopes"
3545,08-10-2020,"TCS unveils another buyback worth Rs 16k cr, Tata Sons to gain most"
3546,08-10-2020,NDA may be hit in JD(U)-LJP war of attrition
3547,08-10-2020,Pandemic on the wane? Active cases slide down
3548,07-10-2020,NDA may be hit in JD(U)-LJP war of attrition
3549,07-10-2020,"AIR first among girls, Moradabad’s Kanishka says lockdown gave her extra prep time"
3550,07-10-2020,Kochi: Professor relives literary life to fight lockdown gloom
3551,07-10-2020,Lockdown seizures: Up to Rs 4 lakh bond to get cars back
3552,07-10-2020,"Pandemic slowing down in J’khand, urban popn develops herd immunity: Experts"
3553,07-10-2020,"Bengal home department, governor in war of words over crime stats"
3554,06-10-2020,Lockdown fails to deter Kota from delivering results
3555,06-10-2020,City people purchasing pets in high numbers to kill lockdown woes
3556,06-10-2020,Global experts dwell on psychological ailments in pandemic in online event
3557,06-10-2020,Aparshakti Khurana opens up on songs he wrote and composed during lockdown
3558,06-10-2020,Automobile service centres see dip in biz as WFH becomes new normal
3559,06-10-2020,A pandemic of hunger: Malnutrition cases surge amid lockdown
3560,05-10-2020,Drinking on roads: Easing of lockdown brings back familiar woes on Doon streets
3561,05-10-2020,"With Sunday lockdown lifted, rush returns to city bazars"
3562,05-10-2020,Priest and his team construct 25 low-cost homes for homeless people during lockdown
3563,05-10-2020,"Nashik adds 40,000 new broadband connections after lockdown"
3564,05-10-2020,"Kolkata: Tenants make beeline out of New Town, flat-owners feel the pandemic pinch"
3565,05-10-2020,How pandemic put overhaul of Gurugram’s public healthcare system in fast lane
3566,04-10-2020,Folks picnic in the outskirts of the city during the pandemic
3567,04-10-2020,It’s long-distance travel time for pets as pandemic forces a shift
3568,04-10-2020,Bihar polls: 106 experts engaged in Congress war rooms
3569,04-10-2020,Bihar polls: 106 experts engaged in Congress war rooms
3570,04-10-2020,"Shivraj Chouhan, Kamal Nath engage in war of words over IIFA Awards again"
3571,04-10-2020,PACS poll put off again over ministers’ turf war
3572,04-10-2020,"Mana, last village on India-China border, to continue with its own lockdown"
3573,04-10-2020,Pandemic income loss forces Kolkata doctors to switch hospitals
3574,04-10-2020,NMC: Online MedEd classes valid during pandemic only
3575,04-10-2020,"Mamata Banerjee leads Hathras protest in central Kolkata, calls BJP the greatest pandemic"
3576,03-10-2020,Alipore zoo unlocks happiness for children bogged down with lockdown woes
3577,02-10-2020,"Subscribed 157x, Mazagon most successful PSU IPO; sensex sees best weekly gain in 4 months"
3578,02-10-2020,Bihar assembly elections: JD(U)’s digital war room powers party’s poll campaign blitz
3579,02-10-2020,Bihar assembly elections: JD(U)’s digital war room powers party’s poll campaign blitz
3580,02-10-2020,SC: Can’t cite pandemic to deny workers overtime
3581,02-10-2020,"Another lockdown in Karnataka could be suicidal, say experts"
3582,01-10-2020,"#LockdownSurvival: Arun Vijay to Yashika, celebrities credit their pets for helping them cope with lockdown"
3583,01-10-2020,Many opt for protein-rich diet to boost immunity amid pandemic
3584,01-10-2020,TCS collection during pandemic not a wisw decision: Bizmen
3585,01-10-2020,"NDMC idea: Ride a cycle, cock a snook at pandemic and traffic"
3586,01-10-2020,HC-appointed monitoring committee for Doon suggests complete 15-day lockdown
3587,01-10-2020,Renovation of war memorial in Karur district begins
3588,01-10-2020,"Lockdown travel: 3 held guilty, fined"
3589,01-10-2020,Healthcare workers’ strike hits pandemic fight in Haveri
3590,30-11-2020,US billionaires gained $1 trillion since pandemic started
3591,30-11-2020,"To beat lockdown blues, these women made, sold handbags"
3592,29-11-2020,Madhya Pradesh: Lockdown feel returns for residents of 5 containment zones amid Covid surge
3593,29-11-2020,"Twist in the tail: Tiring of lockdown pals, owners abandon their pets in Delhi-NCR"
3594,28-11-2020,Bigg Boss 14: Jasmin Bhasin and Rubina Dilaik get into a war of words; the former says 'I don't care about you; was nice to you because of Abhinav Shukla'
3595,28-11-2020,NSE turnover hits record Rs 1.5L cr on MSCI’s rejig
